step,disc_med,disc_q05,disc_q95
22,48.060733594573506,36.64439335759968,73.16758679072345
23,47.678177920070716,36.629557472296824,68.94689814874424
24,46.62225924683638,34.600494668483954,67.75580379323992
25,36.98971100960169,24.098778118548818,61.5542466939548
26,36.00987106111873,22.292694144807726,57.808458419096176
27,36.8401831275432,25.36047774377333,58.010078166797285
28,27.037340411109533,14.934879748643102,50.788335099307034
29,25.506901416911475,13.499979182676567,50.94613227499263
30,30.278359319413013,15.846402194685558,51.9335886308475
31,23.562831716163466,7.845869534105872,47.615423793845046
32,30.148754791000712,14.887485725727297,51.27588350373871
33,27.783447520855894,11.310447565894432,48.21998724929917
34,25.588569524530115,11.591983228464244,45.81554881285885
35,28.076924152171266,11.619875119098715,44.25604212693862
36,24.088514262534485,8.410557026581616,42.89725843308151
37,23.766557883950448,6.988922316077515,43.64574026197718
38,26.31407585207556,7.533392890826872,44.001157938954734
39,23.32075080749196,5.475543390527011,41.97418904545939
40,21.257878341960534,3.984566520077107,46.38481905297421
41,21.420086332124683,7.241455802004872,54.57443577825592
42,22.260408638965977,8.969576228143314,52.745789099262716
43,21.3428071365394,7.4288193449590425,48.22552653449796
44,23.444289712458733,8.537188280562566,52.94117045853799
45,27.522290471961867,9.161603618450577,61.339379590091454
46,28.888143992905594,9.802133372023494,68.5144908172042
47,32.53570493601858,11.949514450017496,75.77939672562843
48,32.08557611639057,9.266611693335372,76.87894235897129
49,34.47694553043884,11.361952218354057,83.40440944245255
50,36.73955257741227,11.50540151438998,90.57765950589803
51,38.86030694899128,11.427153332925876,92.11727487950256
52,35.16672191654664,8.48804660795247,92.15720522299705
53,35.22057020221405,9.455585776894281,89.82897959369026
54,33.4494081704879,9.847782236047568,97.56285971593712
55,39.48449134436312,13.300287887215372,106.3822556540333
56,36.519620525775736,9.183006303608604,108.27302820278094
57,34.51088115188612,6.836960925948639,99.59974330596354
58,36.705073677089445,6.281467606377228,89.08437393664971
59,38.86203999098765,10.963166864971704,102.10633199833366
60,41.384362926872356,13.010552143629125,114.74172541594623
61,51.333613232504,13.606700372462747,133.2935747776699
62,58.33520281841954,16.964961282833887,146.63184810765048
63,62.44430311916251,18.295156879351257,147.5944011984828
64,53.61730692702612,12.972792242145715,143.64389739930257
65,45.35989022904309,21.71466887497162,125.35956662496098
66,54.32730832993562,10.141734404929787,131.71081441842267
67,50.154163512932385,21.188111998561503,149.97379981319688
68,56.649524767195715,17.841977124722256,136.45644045566274
69,62.12240281421262,21.246577934345204,147.80146892791595
70,104.2459934296502,25.6614597007711,203.809843640545
71,112.36785968565536,28.228074739848463,215.8965764327478
72,109.914879577031,19.779525629285132,210.12719036020917
73,94.4440014156839,14.5246738551434,197.73444892531114
74,83.28089536192297,25.030650376201326,209.97467216611767
